hc,wc,length,Tamb,Q,Uin,TemperaturedegCStackTemperatureProbe1
1,1.5,30,20,3132,5.5,30.304
1,1.5,30,40,5040,5.5,57.018
1,1.5,30,-20,1272,7.75,-16.631
1,1.5,30,20,5040,7.75,33.732
1,1.5,30,40,5040,7.75,53.832
1,1.5,30,-20,1272,10,-17.039
1.25,0.5,30,0,3132,1,24.265
1.25,0.5,30,20,1272,3.25,23.636
1.25,0.5,30,40,3132,3.25,49.304
1.25,0.5,30,-20,5040,3.25,-6.6639
1.25,0.5,30,40,1272,5.5,42.53
1.25,0.5,30,20,3132,5.5,26.044
1.25,0.5,30,20,1272,7.75,21.96
1.25,0.75,30,40,3132,3.25,50.77
1.25,0.75,30,-20,5040,3.25,-3.6275
1.25,0.75,30,20,1272,5.5,22.956
1.25,0.75,30,40,1272,7.75,42.444
1.25,0.75,30,-20,3132,10,-14.972
1.25,0.75,30,0,5040,10,8.1904
1.25,0.75,30,20,5040,10,28.285
1.25,0.75,60,-20,1272,3.25,-13.702
1.25,0.75,60,0,1272,3.25,6.5698
1.25,0.75,60,40,1272,7.75,43.695
1.25,0.75,60,40,3132,7.75,49.11
1.25,0.75,60,40,5040,7.75,54.714
1.25,0.75,60,20,1272,10,23.051
1.25,0.75,60,-20,5040,10,-8.3448
1.25,0.75,60,0,5040,10,11.872
1.25,0.75,60,20,5040,10,32.108
1.25,0.75,90,-20,3132,1,40.605
1.25,0.75,90,40,3132,1,113.06
1.25,0.75,90,0,1272,3.25,8.986
1.25,0.75,90,20,1272,3.25,29.44
1.25,0.75,90,20,3132,3.25,43.312
1.25,0.75,90,20,5040,3.25,57.648
1.25,0.75,90,-20,3132,5.5,-6.0676
1.25,0.75,90,20,3132,5.5,35.069
1.25,0.75,90,-20,5040,5.5,2.5719
1.25,0.75,90,-20,3132,7.75,-9.1829
1.25,0.75,90,-20,5040,7.75,-2.53
1.25,0.75,90,-20,3132,10,-10.919
1.25,1,30,0,1272,1,11.436
1.25,1,30,40,3132,1,71.027
1.25,1,30,20,1272,3.25,24.837
1.25,1,30,-20,3132,3.25,-8.0342
1.25,1,30,20,1272,5.5,23.506
1.25,1,30,20,5040,5.5,34.392
1.25,1,30,0,1272,10,2.553
1.25,1,30,40,3132,10,46.348
1.25,1,60,0,1272,3.25,7.2667
1.25,1,60,40,3132,3.25,59.458
1.25,1,60,40,1272,5.5,45.272
1.25,1,60,40,1272,7.75,44.202
1.25,1,60,-20,3132,7.75,-10.102
1.25,1,60,0,3132,7.75,10.056
1.25,1,60,20,3132,7.75,30.228
1.25,1,60,-20,1272,10,-16.54
1.25,1,90,-20,1272,1,5.4962
1.25,1,90,0,1272,1,27.108
1.25,1,90,-20,3132,3.25,3.0208
1.25,1,90,-20,5040,3.25,17.38
1.25,1,90,40,5040,3.25,82.102
1.25,1,90,0,1272,5.5,6.3862
1.25,1,90,0,3132,5.5,15.849
1.25,1,90,40,3132,5.5,56.947
1.25,1,90,-20,5040,5.5,4.8349
1.25,1,90,40,1272,10,44.434
1.25,1,90,0,3132,10,10.396
1.25,1,90,20,3132,10,30.647
1.25,1.25,30,20,3132,1,51.448
1.25,1.25,30,0,1272,3.25,5.1479
1.25,1.25,30,20,1272,3.25,25.226
1.25,1.25,30,40,1272,3.25,45.313
1.25,1.25,30,-20,1272,5.5,-16.266
1.25,1.25,30,0,3132,5.5,9.4519
1.25,1.25,30,40,5040,5.5,55.794
1.25,1.25,30,0,3132,10,6.8282
1.25,1.25,60,20,1272,1,41.035
1.25,1.25,60,-20,5040,1,55.473
1.25,1.25,60,40,3132,3.25,60.675
1.25,1.25,60,-20,5040,3.25,11.165
1.25,1.25,60,40,5040,3.25,73.785
1.25,1.25,60,0,1272,5.5,5.3658
1.25,1.25,60,-20,3132,5.5,-6.8161
1.25,1.25,60,0,3132,5.5,13.451
1.25,1.25,60,0,1272,7.75,4.347
1.25,1.25,60,20,1272,7.75,24.416
1.25,1.25,60,0,1272,10,3.7599
1.25,1.25,90,40,1272,1,71.057
1.25,1.25,90,20,5040,1,135.7
1.25,1.25,90,40,1272,3.25,51.052
1.25,1.25,90,0,3132,3.25,25.95
1.25,1.25,90,40,3132,3.25,67.725
1.25,1.25,90,-20,5040,3.25,20.653
1.25,1.25,90,-20,3132,5.5,-3.0103
1.25,1.25,90,20,5040,5.5,49.195
1.25,1.25,90,40,5040,5.5,69.994
1.25,1.25,90,20,3132,7.75,34.054
1.25,1.25,90,20,1272,10,24.808
1.25,1.25,90,0,3132,10,11.667
1.25,1.25,90,40,3132,10,52.103
1.25,1.25,90,40,5040,10,59.583
1.25,1.5,30,20,1272,3.25,25.416
1.25,1.5,30,20,5040,5.5,36.191
1.25,1.5,30,40,5040,5.5,56.371
1.25,1.5,30,40,3132,7.75,48.195
1.25,1.5,30,-20,5040,7.75,-6.8551
1.25,1.5,30,0,1272,10,2.8902
1.25,1.5,30,0,3132,10,7.1372
1.25,1.5,30,20,3132,10,27.152
1.25,1.5,30,40,5040,10,51.606
1.25,1.5,60,20,3132,1,73.315
1.25,1.5,60,40,3132,1,95.744
1.25,1.5,60,-20,3132,3.25,-0.022325
1.25,1.5,60,20,5040,3.25,54.436
1.25,1.5,60,20,3132,5.5,34.36
1.25,1.5,60,40,3132,5.5,54.637
1.25,1.5,60,40,3132,7.75,51.664
1.25,1.5,60,0,5040,7.75,18.432
1.25,1.5,60,0,3132,10,9.7667
1.25,1.5,90,40,1272,1,71.495
1.25,1.5,90,40,5040,1,163.64
1.25,1.5,90,20,1272,3.25,30.895
1.25,1.5,90,20,3132,3.25,47.509
1.25,1.5,90,40,5040,3.25,86.255
1.25,1.5,90,0,1272,5.5,7.1331
1.25,1.5,90,40,3132,5.5,58.788
1.25,1.5,90,40,3132,7.75,54.694
1.25,1.5,90,0,5040,7.75,22.803
1.5,0.5,30,20,5040,1,56.606
1.5,0.5,30,0,1272,3.25,3.0949
1.5,0.5,30,20,5040,3.25,32.758
1.5,0.5,30,20,3132,5.5,25.375
1.5,0.5,30,20,1272,7.75,21.747
1.5,0.5,30,40,1272,7.75,41.786
1.5,0.5,30,40,3132,7.75,44.392
1.5,0.5,30,-20,5040,7.75,-13.354
1.5,0.5,30,-20,1272,10,-18.546
1.5,0.5,30,0,1272,10,1.476
1.5,0.5,30,-20,5040,10,-14.246
1.5,0.5,90,-20,1272,3.25,-13.078
1.5,0.5,90,40,5040,3.25,72.376
1.5,0.5,90,-20,1272,5.5,-15.592
1.5,0.5,90,-20,5040,5.5,-2.6012
1.5,0.5,90,40,3132,7.75,49.374
1.5,0.5,90,-20,5040,10,-9.1143
1.5,0.75,30,0,5040,1,37.783
1.5,0.75,30,40,5040,1,81.595
1.5,0.75,30,0,1272,7.75,2.2021
1.5,0.75,30,-20,3132,7.75,-14.612
1.5,0.75,30,-20,5040,7.75,-11.273
1.5,1,30,0,1272,1,10.256
1.5,1,30,-20,3132,3.25,-9.2157
1.5,1,30,0,3132,3.25,10.939
1.5,1,30,0,3132,5.5,7.8691
1.5,1,30,20,3132,5.5,27.951
1.5,1,30,-20,5040,5.5,-7.2611
1.5,1,30,-20,3132,10,-14.323
1.5,1,30,20,5040,10,29.265
1.5,1,60,-20,1272,1,-3.6487
1.5,1,60,-20,1272,5.5,-15.568
1.5,1,60,-20,5040,5.5,-1.842
1.5,1,60,20,5040,5.5,38.937
1.5,1,60,0,1272,7.75,3.6644
1.5,1,60,-20,1272,10,-16.872
1.5,1,60,40,1272,10,43.256
1.5,1,60,20,5040,10,32.808
1.5,1,90,0,1272,1,24.165
1.5,1,90,40,1272,1,67.047
1.5,1,90,20,3132,1,83.13
1.5,1,90,-20,1272,3.25,-11.693
1.5,1,90,40,1272,3.25,49.402
1.5,1,90,-20,5040,3.25,14.096
1.5,1,90,20,1272,5.5,25.989
1.5,1,90,20,3132,5.5,34.907
1.5,1,90,-20,5040,7.75,-2.1836
1.5,1,90,40,5040,7.75,59.3
1.5,1,90,20,1272,10,23.94
1.5,1.25,30,-20,1272,1,-9.241
1.5,1.25,30,40,1272,1,51.84
1.5,1.25,30,20,3132,1,48.743
1.5,1.25,30,-20,5040,1,23.337
1.5,1.25,30,20,5040,1,66.217
1.5,1.25,30,0,3132,3.25,12.396
1.5,1.25,30,-20,5040,3.25,0.16749
1.5,1.25,30,20,5040,5.5,34.795
1.5,1.25,30,-20,1272,7.75,-17.038
1.5,1.25,30,20,1272,10,22.637
1.5,1.25,30,-20,3132,10,-13.545
1.5,1.25,60,0,5040,1,71.946
1.5,1.25,60,0,1272,3.25,7.2846
1.5,1.25,60,40,1272,3.25,47.637
1.5,1.25,60,40,5040,3.25,71.627
1.5,1.25,60,0,3132,7.75,10.523
1.5,1.25,60,40,3132,7.75,50.773
1.5,1.25,60,40,1272,10,43.744
1.5,1.25,60,20,5040,10,34.896
1.5,1.5,30,-20,3132,1,8.8516
1.5,1.5,30,0,1272,3.25,5.2978
1.5,1.5,30,0,3132,7.75,8.181
1.5,1.5,30,0,5040,7.75,13.313
1.5,1.5,30,40,5040,7.75,53.449
1.5,1.5,30,-20,1272,10,-17.098
1.5,1.5,30,-20,3132,10,-12.832
1.5,1.5,30,0,3132,10,7.1851
1.5,1.5,30,20,3132,10,27.207
1.5,1.5,30,40,5040,10,51.714
1.5,1.5,60,-20,5040,1,51.548
1.5,1.5,60,20,5040,3.25,53.035
1.5,1.5,60,-20,1272,5.5,-14.565
1.5,1.5,60,20,1272,5.5,25.586
1.5,1.5,60,40,1272,5.5,45.674
1.5,1.5,60,-20,5040,5.5,2.4356
1.5,1.5,60,0,5040,5.5,22.764
1.5,1.5,60,20,3132,7.75,31.404
1.5,1.5,60,40,5040,7.75,58.799
1.5,1.5,60,40,5040,10,56.132
1.75,0.5,60,-20,1272,1,-6.9314
1.75,0.5,60,40,1272,1,55.941
1.75,0.5,60,40,5040,1,102.8
1.75,0.5,60,-20,1272,3.25,-15.534
1.75,0.5,60,20,1272,3.25,24.964
1.75,0.5,60,0,3132,3.25,11.579
1.75,0.5,60,20,3132,3.25,32.194
1.75,0.5,60,-20,5040,3.25,-2.3324
1.75,0.5,60,40,3132,5.5,48.204
1.75,0.5,60,-20,1272,10,-18.063
1.75,0.5,60,40,1272,10,42.115
1.75,0.5,60,-20,3132,10,-15.237
1.75,0.5,60,20,3132,10,25.047
1.75,0.5,60,40,5040,10,48.357
1.75,0.5,90,20,3132,1,73.035
1.75,0.5,90,-20,1272,3.25,-13.789
1.75,0.5,90,20,1272,3.25,26.983
1.75,0.5,90,40,1272,3.25,47.375
1.75,0.5,90,-20,5040,3.25,4.5069
1.75,0.5,90,0,5040,3.25,26.008
1.75,0.5,90,20,1272,5.5,24.382
1.75,0.5,90,20,1272,7.75,23.292
1.75,0.5,90,40,3132,7.75,48.439
1.75,0.5,90,-20,1272,10,-17.513
1.75,0.75,30,40,1272,1,49.341
1.75,0.75,30,-20,5040,3.25,-6.5142
1.75,0.75,30,20,3132,7.75,25.033
1.75,0.75,30,-20,5040,7.75,-12.028
1.75,0.75,30,40,5040,7.75,48.229
1.75,0.75,90,-20,3132,1,28.138
1.75,0.75,90,40,5040,1,132.82
1.75,0.75,90,40,1272,3.25,47.961
1.75,0.75,90,-20,5040,3.25,7.6898
1.75,0.75,90,-20,1272,5.5,-15.391
1.75,0.75,90,-20,3132,5.5,-8.6081
1.75,0.75,90,0,3132,7.75,9.2193
1.75,0.75,90,-20,3132,10,-12.447
1.75,1,30,-20,1272,1,-11.102
1.75,1,30,20,1272,1,29.616
1.75,1,30,0,3132,1,23.306
1.75,1,30,20,3132,1,44.189
1.75,1,30,20,5040,1,59.052
1.75,1,30,40,5040,1,80.553
1.75,1,30,-20,3132,3.25,-10.288
1.75,1,30,-20,1272,5.5,-17.2
1.75,1,30,0,5040,5.5,11.557
1.75,1,30,20,5040,5.5,31.697
1.75,1,30,40,5040,10,48.384
1.75,1,60,0,1272,1,15.54
1.75,1,60,40,5040,1,108.41
1.75,1,60,-20,3132,3.25,-5.1689
1.75,1,60,40,5040,3.25,66.135
1.75,1,60,0,1272,7.75,3.4298
1.75,1,60,0,3132,7.75,8.5209
1.75,1,60,40,3132,7.75,48.781
1.75,1,60,0,5040,10,11.934
1.75,1,90,-20,1272,1,0.47645
1.75,1,90,0,3132,1,53.642
1.75,1,90,40,5040,5.5,63.147
1.75,1,90,-20,1272,7.75,-15.806
1.75,1,90,-20,3132,10,-11.085
1.75,1,90,0,5040,10,14.662
1.75,1,90,40,5040,10,55.204
1.75,1.25,30,-20,1272,1,-10.081
1.75,1.25,30,40,1272,1,50.842
1.75,1.25,30,20,5040,1,62.506
1.75,1.25,30,20,1272,3.25,24.572
1.75,1.25,30,-20,3132,3.25,-8.5145
1.75,1.25,30,20,3132,3.25,31.724
1.75,1.25,30,-20,1272,5.5,-16.664
1.75,1.25,30,0,1272,7.75,2.8236
1.75,1.25,30,40,3132,7.75,47.074
1.75,1.25,60,0,5040,1,65.619
1.75,1.25,60,40,5040,1,111.67
1.75,1.25,60,-20,5040,3.25,7.2535
1.75,1.25,60,0,5040,3.25,27.841
1.75,1.25,60,20,1272,5.5,24.831
1.75,1.25,60,20,3132,5.5,32.17
1.75,1.25,60,20,5040,5.5,39.922
1.75,1.25,60,-20,1272,7.75,-16.138
1.75,1.25,60,-20,5040,7.75,-4.2904
1.75,1.25,60,-20,1272,10,-16.62
1.75,1.25,60,40,1272,10,43.466
1.75,1.25,90,0,5040,3.25,35.685
1.75,1.25,90,0,5040,5.5,24.556
1.75,1.25,90,20,5040,7.75,39.897
1.75,1.5,30,-20,1272,1,-9.2099
1.75,1.5,30,40,5040,1,86.696
1.75,1.5,30,20,3132,3.25,33.113
1.75,1.5,30,40,3132,3.25,53.216
1.75,1.5,30,-20,1272,5.5,-16.249
1.75,1.5,30,20,1272,5.5,23.785
1.75,1.5,30,40,1272,5.5,43.806
1.75,1.5,30,0,5040,5.5,15.56
1.75,1.5,30,40,1272,7.75,43.197
1.75,1.5,30,-20,1272,10,-17.194
1.75,1.5,30,0,1272,10,2.8127
1.75,1.5,30,40,1272,10,42.829
1.75,1.5,30,0,5040,10,11.249
1.75,1.5,30,20,5040,10,31.279
1.75,1.5,60,0,5040,3.25,30.64
1.75,1.5,60,-20,1272,5.5,-14.76
1.75,1.5,60,20,3132,5.5,33.55
1.75,1.5,60,20,3132,7.75,31.027
1.75,1.5,60,0,5040,7.75,17.849
1.75,1.5,60,0,1272,10,3.8484
1.75,1.5,60,-20,3132,10,-10.486
1.75,1.5,90,0,1272,3.25,9.3361
1.75,1.5,90,20,1272,3.25,29.583
1.75,1.5,90,40,1272,3.25,49.841
1.75,1.5,90,0,1272,5.5,6.497
1.75,1.5,90,0,1272,7.75,5.2628
1.75,1.5,90,20,3132,7.75,33.365
1.75,1.5,90,0,3132,10,11.336
1.75,1.5,90,20,3132,10,31.45
1.75,1.5,90,40,3132,10,51.582
2,0.5,30,-20,1272,1,-13.399
2,0.5,30,0,5040,3.25,10.111
2,0.5,30,0,5040,5.5,7.0139
2,0.5,30,20,1272,7.75,21.467
2,0.5,30,40,5040,7.75,45.925
2,0.5,30,20,1272,10,21.269
2,0.5,30,-20,5040,10,-15.102
2,0.5,30,40,5040,10,45.099
2,0.5,60,0,1272,1,12.697
2,0.5,60,40,3132,3.25,51.662
2,0.5,60,40,5040,5.5,52.024
2,0.5,60,-20,1272,7.75,-17.896
2,0.5,60,20,1272,7.75,22.253
2,0.5,90,20,3132,1,68.023
2,0.5,90,40,3132,1,91.12
2,0.5,90,20,3132,3.25,35.585
2,0.5,90,0,1272,5.5,3.797
2,0.5,90,-20,3132,5.5,-11.134
2,0.5,90,0,3132,5.5,9.3305
2,0.5,90,0,3132,7.75,7.0683
2,0.5,90,20,1272,10,22.458
2,0.5,90,20,5040,10,29.708
2,0.5,90,40,5040,10,50.08
2,0.75,30,40,3132,1,61.036
2,0.75,30,20,5040,1,52.387
2,0.75,30,20,1272,3.25,23.184
2,0.75,30,20,3132,3.25,27.923
2,0.75,30,40,5040,3.25,53.205
2,0.75,30,40,3132,5.5,45.77
2,0.75,30,0,5040,5.5,9.0984
2,0.75,30,0,1272,7.75,1.8797
2,0.75,30,0,5040,10,6.5625
2,0.75,30,40,5040,10,46.677
2,0.75,60,40,1272,1,54.952
2,0.75,60,20,3132,1,54.85
2,0.75,60,40,5040,7.75,51.244
2,0.75,60,20,1272,10,22.37
2,0.75,60,40,3132,10,45.939
2,0.75,60,20,5040,10,29.411
2,0.75,90,20,1272,1,40.135
2,0.75,90,20,5040,1,99.426
2,0.75,90,-20,3132,3.25,-4.4103
2,0.75,90,0,1272,7.75,3.4406
2,0.75,90,20,1272,10,22.982
2,0.75,90,-20,5040,10,-8.7546
2,1,30,-20,1272,1,-11.849
2,1,30,20,5040,1,55.757
2,1,30,40,1272,5.5,42.75
2,1,30,-20,3132,5.5,-13.338
2,1,30,0,3132,5.5,6.7188
2,1,30,-20,5040,5.5,-9.1028
2,1,30,40,1272,7.75,42.292
2,1,30,-20,5040,7.75,-10.988
2,1,30,0,3132,10,4.912
2,1,60,0,1272,1,14.139
2,1,60,0,3132,1,35.182
2,1,60,40,5040,1,102.31
2,1,60,40,5040,3.25,63.817
2,1,60,-20,1272,5.5,-16.23
2,1,60,-20,3132,5.5,-10.572
2,1,60,0,3132,5.5,9.6099
2,1,60,-20,5040,5.5,-4.5861
2,1,60,20,5040,5.5,36.003
2,1,60,-20,1272,7.75,-16.918
2,1,60,20,5040,7.75,32.809
2,1,60,0,1272,10,2.7137
2,1,90,-20,3132,3.25,-2.3885
2,1,90,-20,5040,3.25,8.7252
2,1,90,20,1272,5.5,25.099
2,1,90,20,5040,5.5,40.655
2,1,90,-20,1272,7.75,-16.131
2,1,90,0,1272,7.75,3.9561
2,1,90,20,3132,7.75,30.021
2,1,90,-20,5040,7.75,-4.3993
2,1,90,0,5040,7.75,15.915
2,1,90,20,1272,10,23.451
2,1,90,40,1272,10,43.519
2,1,90,-20,3132,10,-11.759
2,1,90,20,3132,10,28.516
2,1.25,30,40,1272,1,49.967
2,1.25,30,0,3132,1,23.709
2,1.25,30,40,3132,1,65.09
2,1.25,30,-20,1272,3.25,-15.825
2,1.25,30,20,1272,3.25,24.263
2,1.25,30,40,3132,3.25,51.053
2,1.25,30,-20,5040,3.25,-2.2872
2,1.25,30,40,5040,3.25,58.24
2,1.25,30,20,1272,5.5,23.166
2,1.25,30,0,3132,5.5,7.915
2,1.25,30,0,5040,5.5,12.988
2,1.25,30,-20,1272,7.75,-17.354
2,1.25,60,-20,1272,1,-5.4682
2,1.25,60,0,1272,3.25,6.1927
2,1.25,60,20,1272,3.25,26.332
2,1.25,60,-20,1272,5.5,-15.644
2,1.25,60,0,5040,5.5,18.274
2,1.25,60,20,5040,5.5,38.546
2,1.25,60,20,1272,7.75,23.677
2,1.25,60,40,1272,7.75,43.723
2,1.25,60,-20,3132,7.75,-11.021
2,1.25,60,40,5040,7.75,55.117
2,1.25,90,-20,5040,1,57.806
2,1.25,90,0,5040,1,81.97
2,1.25,90,20,5040,1,106.2
2,1.25,90,-20,1272,3.25,-12.315
2,1.25,90,-20,3132,3.25,-0.43846
2,1.25,90,0,1272,5.5,5.4759
2,1.25,90,40,1272,5.5,45.747
2,1.25,90,-20,5040,5.5,2.0135
2,1.25,90,20,3132,7.75,31.189
2,1.25,90,40,3132,7.75,51.398
2,1.25,90,0,5040,10,15.308
2,1.5,30,40,1272,3.25,44.848
2,1.5,30,-20,5040,3.25,0.065424
2,1.5,30,-20,1272,5.5,-16.436
2,1.5,30,20,3132,5.5,29.063
2,1.5,30,20,3132,7.75,27.539
2,1.5,30,40,3132,7.75,47.567
2,1.5,30,-20,5040,7.75,-7.7947
2,1.5,30,0,5040,7.75,12.234
2,1.5,30,40,5040,7.75,52.324
2,1.5,60,0,1272,1,16.073
2,1.5,60,0,3132,1,39.878
2,1.5,60,40,3132,1,82.984
2,1.5,60,40,5040,1,108.82
2,1.5,60,0,1272,3.25,6.7409
2,1.5,60,0,5040,3.25,28.278
2,1.5,60,-20,3132,10,-11.359
2,1.5,60,20,5040,10,34.207
1.2,0.65,50,-10,3960,2.125,16.064
1.2,0.65,50,30,3960,8.875,39.855
1.2,0.65,70,-10,3960,4.375,9.2873
1.2,0.65,70,10,2240,6.625,18.232
1.2,0.8,50,30,2240,2.125,47.015
1.2,0.8,50,10,3960,2.125,38.924
1.2,0.8,50,30,3960,6.625,43.184
1.2,0.8,50,10,2240,8.875,15.893
1.2,0.8,70,30,3960,4.375,51.6
1.2,0.8,70,-10,2240,6.625,-1.6536
1.2,0.8,70,30,3960,8.875,42.694
1.2,1,50,30,2240,2.125,48.137
1.2,1,50,10,3960,2.125,40.943
1.2,1,50,30,3960,2.125,61.983
1.2,1,50,-10,2240,4.375,0.36978
1.2,1,50,10,3960,8.875,22.071
1.2,1,70,10,2240,2.125,32.097
1.2,1.3,50,-10,3960,2.125,22.66
1.2,1.3,50,10,3960,2.125,43.539
1.2,1.3,50,30,2240,4.375,42.103
1.2,1.3,50,-10,2240,6.625,-0.85325
1.4,0.65,50,30,3960,2.125,55.735
1.4,0.65,50,-10,2240,8.875,-5.2694
1.4,0.65,70,-10,3960,2.125,20.4
1.4,0.65,70,-10,2240,6.625,-2.7301
1.4,0.65,70,30,2240,6.625,37.604
1.4,0.65,70,10,3960,6.625,23.365
1.4,0.8,50,10,2240,2.125,25.047
1.4,0.8,50,30,2240,4.375,39.166
1.4,0.8,50,-10,3960,6.625,2.0996
1.4,0.8,50,30,2240,8.875,35.661
1.4,0.8,50,-10,3960,8.875,0.14774
1.4,0.8,70,30,2240,2.125,50.049
1.4,0.8,70,-10,2240,4.375,0.72774
1.4,0.8,70,30,3960,6.625,45.043
1.4,0.8,70,30,2240,8.875,36.773
1.4,1,50,30,2240,8.875,36.596
1.4,1,70,-10,2240,2.125,9.5776
1.4,1,70,-10,2240,4.375,1.5912
1.4,1,70,30,2240,4.375,42.183
1.4,1,70,-10,2240,6.625,-1.2363
1.4,1,70,30,2240,8.875,37.39
1.4,1,70,10,3960,8.875,23.266
1.4,1.3,50,-10,3960,2.125,20.595
1.4,1.3,50,-10,3960,4.375,9.6736
1.4,1.3,50,30,3960,4.375,50.209
1.4,1.3,50,30,2240,6.625,38.728
1.4,1.3,50,30,3960,6.625,45.697
1.4,1.3,50,10,2240,8.875,17.279
1.4,1.3,50,-10,3960,8.875,3.1234
1.4,1.3,70,30,2240,4.375,43.844
1.4,1.3,70,-10,3960,4.375,13.735
1.4,1.3,70,10,2240,6.625,20.404
1.4,1.3,70,30,3960,6.625,48.902
1.4,1.3,70,30,2240,8.875,38.724
1.8,0.65,50,-10,2240,8.875,-5.9304
1.8,0.65,50,-10,3960,8.875,-2.5514
1.8,0.65,50,30,3960,8.875,37.646
1.8,0.65,70,30,2240,2.125,45.949
1.8,0.65,70,-10,3960,2.125,15.556
1.8,0.65,70,10,3960,4.375,25.162
1.8,0.65,70,30,3960,4.375,45.685
1.8,0.65,70,-10,3960,8.875,-1.0739
1.8,0.8,50,-10,3960,2.125,11.757
1.8,0.8,50,-10,3960,4.375,3.4984
1.8,0.8,50,30,3960,4.375,44.039
1.8,0.8,50,30,3960,6.625,40.779
1.8,0.8,70,30,2240,6.625,37.173
1.8,0.8,70,-10,3960,8.875,0.36735
1.8,1,50,30,2240,2.125,44.412
1.8,1,50,10,2240,6.625,16.745
1.8,1,50,-10,3960,8.875,0.26676
1.8,1,70,10,3960,6.625,24.296
1.8,1,70,-10,2240,8.875,-3.4083
1.8,1,70,10,2240,8.875,16.627
1.8,1.3,50,30,3960,2.125,58.399
1.8,1.3,50,10,2240,6.625,17.817
1.8,1.3,50,-10,2240,8.875,-3.3381
1.8,1.3,50,10,2240,8.875,16.647
1.8,1.3,50,30,3960,8.875,42.017
1.8,1.3,70,-10,2240,2.125,9.0664
1.8,1.3,70,10,3960,4.375,31.952
1.8,1.3,70,30,3960,6.625,47.437
